Shipment_ID,Origin_Warehouse,Destination,Carrier,Shipment_Date,Delivery_Date,Weight_kg,Cost,Status,Distance_miles,Transit_Days,Actual Transit days,Delayed Flag,Cost per mille,Cost per Kg,Cost Efficiency,Weight Category,Distance Category
SH10953,Warehouse_NYC,Denver,USPS,2023-09-27,2023-10-03,26.6,295.92,Delivered,2346,6,6.0,0,0.1261381074168798,11.124812030075187,49.32,Heavy,International
SH10954,Warehouse_BOS,Portland,Amazon Logistics,2023-02-07,2023-02-09,29.9,108.93,Delivered,576,2,2.0,0,0.18911458333333334,3.6431438127090305,54.465,Heavy,Regional
SH10955,Warehouse_MIA,Atlanta,DHL,2023-01-28,2023-02-02,5.1,236.05,Delivered,1773,5,5.0,0,0.13313592780597858,46.2843137254902,47.21,Medium,Cross-country
SH10956,Warehouse_DEN,Atlanta,LaserShip,2023-06-21,2023-06-24,24.3,160.77,In Transit,1144,3,3.0,0,0.14053321678321679,6.616049382716049,53.59,Heavy,Cross-country
SH10957,Warehouse_SEA,Boston,FedEx,2023-09-06,2023-09-11,75.0,402.46,Delivered,2200,5,5.0,0,0.18293636363636362,5.366133333333333,80.49199999999999,Very Heavy,International
SH10958,Warehouse_SEA,Denver,OnTrac,2023-07-16,2023-07-21,29.6,276.98,Delivered,2049,5,5.0,0,0.1351781356759395,9.357432432432432,55.396,Heavy,International
SH10959,Warehouse_HOU,Denver,OnTrac,2023-12-04,2023-12-11,3.2,140.8,Delivered,1030,7,7.0,0,0.1366990291262136,44.0,20.114285714285717,Light,Cross-country
SH10960,Warehouse_NYC,Dallas,DHL,2023-04-05,2023-04-15,18.9,196.91,Delivered,1319,10,10.0,0,0.14928733889310083,10.41851851851852,19.691,Medium,Cross-country
SH10961,Warehouse_ATL,Miami,UPS,2023-10-20,2023-10-22,16.1,102.41,Delivered,625,2,2.0,0,0.163856,6.36086956521739,51.205,Medium,Regional
SH10962,Warehouse_CHI,Detroit,OnTrac,2023-02-19,2023-02-22,36.7,80.24,Delivered,283,3,3.0,0,0.28353356890459364,2.186376021798365,26.746666666666666,Heavy,Local
SH10963,Warehouse_DEN,Boston,LaserShip,2023-08-25,2023-08-30,49.6,169.64,Delivered,820,5,5.0,0,0.2068780487804878,3.4201612903225804,33.928,Heavy,Regional
SH10964,Warehouse_CHI,Chicago,USPS,2023-05-27,2023-05-29,7.2,,Delivered,858,2,2.0,0,,,,Medium,Regional
SH10965,Warehouse_ATL,San Francisco,DHL,2023-06-13,2023-06-20,24.2,318.03,In Transit,2036,7,7.0,0,0.1562033398821218,13.141735537190081,45.43285714285714,Heavy,International
SH10966,Warehouse_CHI,Atlanta,UPS,2023-03-11,2023-03-15,18.6,264.57,Delivered,1771,4,4.0,0,0.14939017504234894,14.224193548387095,66.1425,Medium,Cross-country
SH10967,Warehouse_BOS,Seattle,FedEx,2023-05-19,2023-05-24,26.6,302.89,Delivered,1841,5,5.0,0,0.16452471482889733,11.386842105263156,60.577999999999996,Heavy,Cross-country
SH10968,Warehouse_SEA,Denver,UPS,2023-01-13,2023-01-17,27.5,272.07,Delivered,1875,4,4.0,0,0.14510399999999998,9.893454545454546,68.0175,Heavy,Cross-country
SH10969,Warehouse_HOU,Miami,FedEx,2023-06-30,2023-07-02,30.9,81.65,Delivered,297,2,2.0,0,0.27491582491582495,2.6423948220064726,40.825,Heavy,Local
SH10970,Warehouse_ATL,Phoenix,UPS,2023-09-05,2023-09-09,11.9,193.89,Delivered,1290,4,4.0,0,0.15030232558139534,16.293277310924367,48.4725,Medium,Cross-country
SH10971,Warehouse_BOS,Denver,OnTrac,2023-08-13,2023-08-18,16.3,25.2,Delivered,2033,5,5.0,0,0.012395474667978357,1.5460122699386503,5.04,Medium,International
SH10972,Warehouse_HOU,Houston,UPS,2023-12-16,2023-12-23,24.7,179.53,Delivered,974,7,7.0,0,0.1843223819301848,7.268421052631579,25.647142857142857,Heavy,Regional
SH10973,Warehouse_MIA,Portland,FedEx,2023-10-21,2023-10-25,32.3,233.32,Delivered,1492,4,4.0,0,0.15638069705093832,7.223529411764706,58.33,Heavy,Cross-country
SH10974,Warehouse_MIA,Miami,UPS,2023-11-22,2023-12-11,32.0,348.0,Delayed,2060,8,19.0,1,0.16893203883495145,10.875,18.31578947368421,Heavy,International
SH10975,Warehouse_DEN,New York,Amazon Logistics,2023-07-08,2023-07-21,20.2,248.02,Delayed,2051,5,13.0,1,0.12092637737688933,12.27821782178218,19.07846153846154,Heavy,International
SH10976,Warehouse_HOU,New York,UPS,2023-06-03,2023-06-09,17.7,309.3,Delivered,2198,6,6.0,0,0.14071883530482257,17.474576271186443,51.550000000000004,Medium,International
SH10977,Warehouse_LA,Dallas,LaserShip,2023-03-28,2023-03-31,19.7,199.0,Delivered,1435,3,3.0,0,0.13867595818815331,10.101522842639595,66.33333333333333,Medium,Cross-country
SH10978,Warehouse_DEN,Detroit,Amazon Logistics,2023-12-13,2023-12-17,23.1,221.08,Delivered,1280,4,4.0,0,0.17271875,9.57056277056277,55.27,Heavy,Cross-country
SH10979,Warehouse_LA,New York,DHL,2023-03-23,2023-04-07,9.6,82.64,Delayed,490,4,15.0,1,0.1686530612244898,8.608333333333334,5.509333333333333,Medium,Regional
SH10980,Warehouse_SEA,Los Angeles,USPS,2023-09-15,2023-09-19,7.9,161.43,Delivered,1355,4,4.0,0,0.11913653136531366,20.434177215189873,40.3575,Medium,Cross-country
SH10981,Warehouse_MIA,Portland,FedEx,2023-03-22,2023-03-25,16.0,178.47,Delivered,1288,3,3.0,0,0.13856366459627328,11.154375,59.49,Medium,Cross-country
SH10982,Warehouse_MIA,Seattle,DHL,2023-04-04,2023-04-07,66.1,217.51,Delivered,779,3,3.0,0,0.27921694480102693,3.290620272314675,72.50333333333333,Very Heavy,Regional
SH10983,Warehouse_MIA,Chicago,USPS,2023-08-11,2023-08-17,27.0,210.66,Lost,1555,6,6.0,0,0.13547266881028938,7.802222222222222,35.11,Heavy,Cross-country
SH10984,Warehouse_HOU,Miami,DHL,2023-10-04,2023-10-08,20.0,276.56,Delivered,1631,4,4.0,0,0.16956468424279583,13.828,69.14,Medium,Cross-country
SH10985,Warehouse_CHI,Chicago,UPS,2023-07-12,2023-07-16,45.0,108.75,Delivered,400,4,4.0,0,0.271875,2.4166666666666665,27.1875,Heavy,Regional
SH10986,Warehouse_LA,Los Angeles,OnTrac,2023-12-18,2023-12-24,42.1,285.71,Delivered,1460,6,6.0,0,0.1956917808219178,6.78646080760095,47.61833333333333,Heavy,Cross-country
SH10987,Warehouse_SEA,Denver,LaserShip,2023-05-02,2023-05-06,27.6,151.22,Delayed,1095,3,4.0,1,0.13810045662100456,5.478985507246376,37.805,Heavy,Cross-country
SH10988,Warehouse_DEN,Atlanta,FedEx,2023-05-16,2023-05-18,16.0,70.65,Delivered,336,2,2.0,0,0.21026785714285717,4.415625,35.325,Medium,Regional
SH10989,Warehouse_LA,San Francisco,Amazon Logistics,2023-12-18,2023-12-23,19.0,224.0,Delivered,1524,5,5.0,0,0.14698162729658792,11.789473684210526,44.8,Medium,Cross-country
SH10990,Warehouse_ATL,San Francisco,OnTrac,2023-01-23,2023-01-26,10.4,96.85,Delivered,762,3,3.0,0,0.1270997375328084,9.3125,32.28333333333333,Medium,Regional
SH10991,Warehouse_DEN,Seattle,FedEx,2023-05-20,2023-05-26,24.2,223.55,In Transit,1524,6,6.0,0,0.14668635170603675,9.237603305785125,37.25833333333333,Heavy,Cross-country
SH10992,Warehouse_HOU,Minneapolis,USPS,2023-09-11,2023-09-13,25.5,109.88,Delivered,688,2,2.0,0,0.1597093023255814,4.309019607843137,54.94,Heavy,Regional
SH10993,Warehouse_ATL,Detroit,DHL,2023-06-25,2023-06-30,20.0,357.86,Delivered,2339,5,5.0,0,0.15299700726806328,17.893,71.572,Medium,International
SH10994,Warehouse_MIA,Portland,DHL,2023-04-23,2023-04-29,19.1,302.52,Delivered,2132,6,6.0,0,0.14189493433395872,15.83874345549738,50.419999999999995,Medium,International
SH10995,Warehouse_BOS,Boston,OnTrac,2023-12-27,2023-12-31,8.0,211.44,Delivered,1257,4,4.0,0,0.16821002386634845,26.43,52.86,Medium,Cross-country
SH10996,Warehouse_SEA,San Francisco,OnTrac,2023-11-29,2023-12-03,25.4,145.24,Delivered,749,4,4.0,0,0.19391188251001337,5.718110236220473,36.31,Heavy,Regional
SH10997,Warehouse_HOU,New York,Amazon Logistics,2023-02-13,2023-02-16,11.6,99.14,Delivered,773,3,3.0,0,0.1282535575679172,8.546551724137931,33.04666666666667,Medium,Regional
SH10998,Warehouse_ATL,Denver,DHL,2023-05-13,2023-05-16,14.9,55.89,Delayed,228,2,3.0,1,0.24513157894736842,3.751006711409396,18.63,Medium,Local
SH10999,Warehouse_HOU,New York,LaserShip,2023-11-14,2023-11-21,19.4,348.76,Delivered,2417,7,7.0,0,0.14429458005792303,17.977319587628866,49.82285714285714,Medium,International
SH11000,Warehouse_DEN,Chicago,FedEx,2023-10-26,2023-10-29,3.4,77.16,Delivered,500,3,3.0,0,0.15431999999999998,22.694117647058825,25.72,Light,Regional
SH11001,Warehouse_BOS,Detroit,USPS,2023-01-16,2023-01-19,50.5,116.2,Delivered,493,3,3.0,0,0.23569979716024342,2.3009900990099013,38.733333333333334,Very Heavy,Regional
SH11002,Warehouse_ATL,Minneapolis,DHL,2023-08-05,2023-08-19,29.7,98.25,Delayed,456,1,14.0,1,0.21546052631578946,3.308080808080808,7.017857142857143,Heavy,Regional
SH11003,Warehouse_MIA,Los Angeles,Amazon Logistics,2023-12-31,2024-01-05,11.7,108.46,Delivered,612,5,5.0,0,0.17722222222222223,9.270085470085471,21.692,Medium,Regional
SH11004,Warehouse_ATL,Atlanta,OnTrac,2023-10-10,2023-10-15,0.3,281.6,Delivered,2137,5,5.0,0,0.1317735142723444,938.6666666666667,56.32000000000001,Light,International
SH11005,Warehouse_SEA,Atlanta,DHL,2023-10-27,2023-10-30,27.6,157.0,Delivered,850,3,3.0,0,0.18470588235294116,5.688405797101449,52.333333333333336,Heavy,Regional
SH11006,Warehouse_CHI,Detroit,Amazon Logistics,2023-08-20,2023-08-25,6.9,39.81,Delayed,283,3,5.0,1,0.1406713780918728,5.769565217391304,7.962000000000001,Medium,Local
SH11007,Warehouse_DEN,Minneapolis,FedEx,2023-03-07,2023-03-19,5.4,184.97,Delayed,1364,6,12.0,1,0.135608504398827,34.2537037037037,15.414166666666667,Medium,Cross-country
SH11008,Warehouse_BOS,Phoenix,DHL,2023-08-09,2023-08-15,20.6,317.6,Delivered,1975,6,6.0,0,0.1608101265822785,15.41747572815534,52.93333333333334,Heavy,Cross-country
SH11009,Warehouse_NYC,Chicago,LaserShip,2023-04-19,2023-04-22,10.1,104.49,Delivered,790,3,3.0,0,0.1322658227848101,10.345544554455445,34.83,Medium,Regional
SH11010,Warehouse_MIA,New York,DHL,2023-10-30,2023-11-04,17.0,252.92,Delivered,1685,5,5.0,0,0.15010089020771514,14.877647058823529,50.583999999999996,Medium,Cross-country
SH11011,Warehouse_CHI,Denver,FedEx,2023-09-15,2023-09-18,30.9,179.89,Delivered,1000,3,3.0,0,0.17989,5.82168284789644,59.96333333333333,Heavy,Regional
SH11012,Warehouse_SEA,Houston,OnTrac,2023-04-26,2023-05-02,8.2,306.04,Delivered,2254,6,6.0,0,0.13577639751552795,37.3219512195122,51.00666666666667,Medium,International
SH11013,Warehouse_LA,Atlanta,FedEx,2023-06-11,2023-06-16,37.6,305.62,Delivered,1761,5,5.0,0,0.17354911981828508,8.128191489361702,61.124,Heavy,Cross-country
SH11014,Warehouse_ATL,Denver,FedEx,2023-05-28,2023-06-03,78.7,309.33,Delivered,1394,6,6.0,0,0.22190100430416068,3.9304955527318928,51.555,Very Heavy,Cross-country
SH11015,Warehouse_CHI,Los Angeles,USPS,2023-11-26,2023-11-30,59.8,203.1,Delivered,789,4,4.0,0,0.2574144486692015,3.3963210702341136,50.775,Very Heavy,Regional
SH11016,Warehouse_MIA,Houston,LaserShip,2023-08-14,2023-08-19,21.4,113.32,Lost,790,5,5.0,0,0.14344303797468352,5.295327102803738,22.663999999999998,Heavy,Regional
SH11017,Warehouse_ATL,Dallas,OnTrac,2023-05-12,2023-05-18,50.3,257.68,Delivered,1485,6,6.0,0,0.17352188552188552,5.122862823061631,42.946666666666665,Very Heavy,Cross-country
SH11018,Warehouse_SEA,San Francisco,Amazon Logistics,2023-08-06,2023-08-10,23.7,280.45,Returned,2017,4,4.0,0,0.1390431333663857,11.833333333333334,70.1125,Heavy,International
SH11019,Warehouse_MIA,Detroit,UPS,2023-02-22,2023-02-27,43.5,324.49,Delivered,2021,5,5.0,0,0.16055912914398812,7.459540229885057,64.898,Heavy,International
SH11020,Warehouse_NYC,Boston,UPS,2023-09-23,2023-09-28,14.9,,Delayed,215,1,5.0,1,,,,Medium,Local
SH11021,Warehouse_NYC,Denver,OnTrac,2023-03-28,2023-04-04,16.7,200.43,Delivered,1466,7,7.0,0,0.13671896316507504,12.00179640718563,28.632857142857144,Medium,Cross-country
SH11022,Warehouse_BOS,Boston,FedEx,2023-03-15,2023-03-17,12.8,94.48,Delivered,626,2,2.0,0,0.150926517571885,7.38125,47.24,Medium,Regional
SH11023,Warehouse_DEN,Atlanta,OnTrac,2023-02-20,2023-02-23,3.5,138.85,Delivered,1063,3,3.0,0,0.130620884289746,39.67142857142857,46.28333333333333,Light,Cross-country
SH11024,Warehouse_NYC,Atlanta,UPS,2023-04-16,2023-04-18,166.1,337.18,Delivered,870,2,2.0,0,0.3875632183908046,2.0299819385912103,168.59,Very Heavy,Regional
SH11025,Warehouse_BOS,Chicago,FedEx,2023-08-23,2023-08-28,21.8,325.09,Delivered,2387,5,5.0,0,0.13619187264348553,14.912385321100915,65.018,Heavy,International
SH11026,Warehouse_LA,San Francisco,Amazon Logistics,2023-04-29,2023-05-03,25.3,172.77,Delivered,1260,4,4.0,0,0.13711904761904764,6.828853754940711,43.1925,Heavy,Cross-country
SH11027,Warehouse_DEN,Dallas,OnTrac,2023-02-16,2023-03-02,8.5,228.43,Delayed,1754,4,14.0,1,0.13023375142531357,26.874117647058824,16.31642857142857,Medium,Cross-country
SH11028,Warehouse_SF,Detroit,UPS,2023-08-29,2023-09-01,12.4,129.81,In Transit,842,3,3.0,0,0.15416864608076009,10.468548387096774,43.27,Medium,Regional
SH11029,Warehouse_SF,New York,FedEx,2023-06-21,2023-06-25,40.7,240.08,Delivered,1457,4,4.0,0,0.16477693891557996,5.898771498771499,60.02,Heavy,Cross-country
SH11030,Warehouse_SF,Detroit,OnTrac,2023-06-10,2023-06-17,17.3,300.85,Delivered,2372,7,7.0,0,0.12683389544688028,17.390173410404625,42.978571428571435,Medium,International
SH11031,Warehouse_BOS,Denver,OnTrac,2023-07-26,2023-07-31,12.9,276.52,Delivered,1986,5,5.0,0,0.13923464249748238,21.43565891472868,55.303999999999995,Medium,Cross-country
SH11032,Warehouse_SF,Seattle,UPS,2023-06-10,2023-06-12,27.3,54.83,Delivered,128,2,2.0,0,0.428359375,2.0084249084249084,27.415,Heavy,Local
SH11033,Warehouse_NYC,Phoenix,OnTrac,2023-12-23,2023-12-25,20.2,82.02,Delivered,426,2,2.0,0,0.19253521126760562,4.06039603960396,41.01,Heavy,Regional
SH11034,Warehouse_DEN,San Francisco,FedEx,2023-05-22,2023-05-27,22.6,256.62,In Transit,1708,5,5.0,0,0.15024590163934426,11.354867256637167,51.324,Heavy,Cross-country
SH11035,Warehouse_BOS,New York,OnTrac,2023-12-23,2024-01-01,15.2,261.44,Delayed,1561,3,9.0,1,0.16748238308776425,17.2,29.04888888888889,Medium,Cross-country
SH11036,Warehouse_CHI,Phoenix,OnTrac,2023-06-09,2023-06-23,18.4,156.75,Delayed,1064,5,14.0,1,0.14732142857142858,8.519021739130435,11.196428571428571,Medium,Cross-country
SH11037,Warehouse_LA,Chicago,DHL,2023-03-15,2023-03-20,14.7,292.83,Delivered,1842,5,5.0,0,0.15897394136807816,19.920408163265307,58.565999999999995,Medium,Cross-country
SH11038,Warehouse_ATL,Seattle,LaserShip,2023-10-05,2023-10-11,41.9,129.64,Delivered,670,6,6.0,0,0.19349253731343283,3.094033412887828,21.606666666666666,Heavy,Regional
SH11039,Warehouse_SF,Atlanta,UPS,2023-10-04,2023-10-08,9.4,208.22,Delivered,1675,4,4.0,0,0.12431044776119403,22.151063829787233,52.055,Medium,Cross-country
SH11040,Warehouse_CHI,Boston,FedEx,2023-09-05,2023-09-15,8.4,237.7,Delayed,1854,5,10.0,1,0.12820927723840345,28.297619047619044,23.77,Medium,Cross-country
SH11041,Warehouse_MIA,San Francisco,DHL,2023-04-08,2023-04-15,20.5,369.7,Delivered,2249,7,7.0,0,0.16438417074255224,18.034146341463416,52.81428571428571,Heavy,International
SH11042,Warehouse_SF,Miami,OnTrac,2023-06-15,2023-06-23,16.4,264.86,Delayed,1947,4,8.0,1,0.13603492552645097,16.150000000000002,33.1075,Medium,Cross-country
SH11043,Warehouse_ATL,Portland,UPS,2023-12-30,2023-12-31,19.9,66.41,Delivered,229,1,1.0,0,0.29,3.3371859296482413,66.41,Medium,Local
SH11044,Warehouse_SF,Minneapolis,USPS,2023-03-26,2023-03-28,45.5,87.93,Delivered,399,2,2.0,0,0.2203759398496241,1.9325274725274726,43.965,Heavy,Regional
SH11045,Warehouse_SEA,Los Angeles,LaserShip,2023-08-23,2023-08-26,31.8,101.3,In Transit,519,3,3.0,0,0.1951830443159923,3.185534591194968,33.766666666666666,Heavy,Regional
SH11046,Warehouse_LA,Houston,FedEx,2023-02-20,2023-02-24,20.3,232.45,Delivered,1505,4,4.0,0,0.1544518272425249,11.450738916256157,58.1125,Heavy,Cross-country
SH11047,Warehouse_SEA,Denver,UPS,2023-06-07,2023-06-12,34.3,295.73,Delivered,2017,5,5.0,0,0.14661874070401587,8.62186588921283,59.146,Heavy,International
SH11048,Warehouse_NYC,Phoenix,Amazon Logistics,2023-04-11,2023-04-18,12.7,285.48,Lost,2264,7,7.0,0,0.12609540636042404,22.478740157480317,40.78285714285715,Medium,International
SH11049,Warehouse_SF,San Francisco,USPS,2023-11-06,2023-11-11,53.3,343.47,Delivered,2222,5,5.0,0,0.1545769576957696,6.444090056285179,68.694,Very Heavy,International
SH11050,Warehouse_DEN,Dallas,OnTrac,2023-10-04,2023-10-10,85.3,406.22,Delivered,2470,6,6.0,0,0.16446153846153846,4.762250879249708,67.70333333333333,Very Heavy,International
SH11051,Warehouse_SF,Denver,DHL,2023-08-16,2023-08-20,18.1,205.49,Delivered,1418,4,4.0,0,0.14491537376586744,11.353038674033149,51.3725,Medium,Cross-country
SH11052,Warehouse_NYC,Dallas,DHL,2023-08-16,2023-08-23,8.2,257.45,Delivered,1838,7,7.0,0,0.14007072905331883,31.396341463414636,36.778571428571425,Medium,Cross-country
SH11053,Warehouse_DEN,Atlanta,LaserShip,2023-01-14,2023-01-15,14.4,50.76,Delivered,253,1,1.0,0,0.20063241106719368,3.525,50.76,Medium,Local
SH11054,Warehouse_DEN,Houston,LaserShip,2023-12-23,2023-12-27,4.3,218.11,Delivered,1565,4,4.0,0,0.13936741214057508,50.72325581395349,54.5275,Light,Cross-country
SH11055,Warehouse_ATL,Atlanta,OnTrac,2023-09-10,2023-09-14,57.1,259.94,Delivered,1447,4,4.0,0,0.1796406357982032,4.552364273204904,64.985,Very Heavy,Cross-country
SH11056,Warehouse_BOS,New York,UPS,2023-08-05,2023-08-08,18.0,63.23,Delivered,312,3,3.0,0,0.2026602564102564,3.5127777777777776,21.076666666666664,Medium,Regional
SH11057,Warehouse_BOS,Phoenix,LaserShip,2023-07-18,2023-07-19,27.5,41.66,Delivered,101,1,1.0,0,0.41247524752475245,1.5149090909090908,41.66,Heavy,Local
SH11058,Warehouse_DEN,Denver,OnTrac,2023-01-17,2023-01-21,20.7,179.54,Delivered,1413,4,4.0,0,0.1270629865534324,8.67342995169082,44.885,Heavy,Cross-country
SH11059,Warehouse_HOU,Seattle,FedEx,2023-05-02,2023-05-06,14.5,88.92,Delivered,581,4,4.0,0,0.15304647160068846,6.132413793103448,22.23,Medium,Regional
SH11060,Warehouse_NYC,Houston,DHL,2023-12-25,2024-01-03,9.3,223.05,Delayed,1331,3,9.0,1,0.16758076634109692,23.983870967741936,24.783333333333335,Medium,Cross-country
SH11061,Warehouse_SF,Dallas,UPS,2023-01-22,2023-01-27,10.3,237.92,Delivered,1737,5,5.0,0,0.13697179044329302,23.09902912621359,47.583999999999996,Medium,Cross-country
SH11062,Warehouse_HOU,Detroit,DHL,2023-05-10,2023-05-22,31.3,323.1,Delayed,1873,5,12.0,1,0.17250400427122264,10.322683706070288,26.925,Heavy,Cross-country
SH11063,Warehouse_MIA,Denver,LaserShip,2023-12-12,2023-12-15,14.3,88.88,Delivered,489,3,3.0,0,0.18175869120654395,6.215384615384615,29.626666666666665,Medium,Regional
SH11064,Warehouse_ATL,Miami,LaserShip,2023-07-06,2023-07-12,42.3,297.4,Delivered,2310,6,6.0,0,0.12874458874458874,7.030732860520095,49.56666666666666,Heavy,International
SH11065,Warehouse_LA,Atlanta,DHL,2023-01-04,2023-01-09,55.9,321.41,Delivered,1931,5,5.0,0,0.16644743656136718,5.749731663685153,64.28200000000001,Very Heavy,Cross-country
SH11066,Warehouse_CHI,Portland,Amazon Logistics,2023-10-14,2023-10-17,8.0,33.03,Delivered,207,3,3.0,0,0.15956521739130436,4.12875,11.01,Medium,Local
SH11067,Warehouse_BOS,Denver,UPS,2023-07-19,2023-08-01,25.9,323.47,Delayed,2279,7,13.0,1,0.14193505923650726,12.48918918918919,24.882307692307695,Heavy,International
SH11068,Warehouse_SEA,Dallas,UPS,2023-05-04,2023-05-09,11.6,196.42,Delivered,1463,5,5.0,0,0.1342583732057416,16.932758620689654,39.284,Medium,Cross-country
SH11069,Warehouse_CHI,Portland,Amazon Logistics,2023-07-02,2023-07-04,20.2,129.06,Delivered,780,2,2.0,0,0.16546153846153847,6.389108910891089,64.53,Heavy,Regional
SH11070,Warehouse_ATL,Minneapolis,FedEx,2023-05-09,2023-05-11,21.9,101.98,Delivered,506,2,2.0,0,0.2015415019762846,4.656621004566211,50.99,Heavy,Regional
SH11071,Warehouse_DEN,Dallas,Amazon Logistics,2023-01-20,2023-01-29,10.3,310.92,Delivered,2349,9,9.0,0,0.13236270753512133,30.18640776699029,34.54666666666667,Medium,International
SH11072,Warehouse_ATL,New York,LaserShip,2023-12-05,2023-12-07,7.0,114.15,Delivered,704,2,2.0,0,0.16214488636363636,16.307142857142857,57.075,Medium,Regional
SH11073,Warehouse_NYC,Portland,USPS,2023-10-01,2023-10-07,37.4,165.48,Delivered,1209,6,6.0,0,0.13687344913151364,4.424598930481284,27.58,Heavy,Cross-country
SH11074,Warehouse_CHI,Miami,Amazon Logistics,2023-08-23,2023-08-27,13.9,163.87,Delivered,1350,4,4.0,0,0.1213851851851852,11.789208633093525,40.9675,Medium,Cross-country
SH11075,Warehouse_LA,Boston,Amazon Logistics,2023-10-15,2023-10-21,6.0,162.4,Delivered,1231,6,6.0,0,0.13192526401299756,27.066666666666666,27.066666666666666,Medium,Cross-country
SH11076,Warehouse_NYC,Dallas,OnTrac,2023-04-17,2023-04-19,32.4,81.15,Delivered,415,2,2.0,0,0.1955421686746988,2.5046296296296298,40.575,Heavy,Regional
SH11077,Warehouse_ATL,Phoenix,USPS,2023-05-31,2023-06-02,21.1,49.8,Delivered,270,2,2.0,0,0.18444444444444444,2.3601895734597154,24.9,Heavy,Local
SH11078,Warehouse_ATL,Houston,Amazon Logistics,2023-07-05,2023-07-10,66.5,94.15,Delivered,155,5,5.0,0,0.6074193548387097,1.4157894736842107,18.830000000000002,Very Heavy,Local
SH11079,Warehouse_NYC,Detroit,UPS,2023-12-15,2023-12-21,19.5,354.28,Delivered,2393,6,6.0,0,0.1480484747179273,18.168205128205127,59.04666666666666,Medium,International
SH11080,Warehouse_HOU,Dallas,UPS,2023-10-09,2023-10-14,7.6,108.9,Delivered,772,5,5.0,0,0.1410621761658031,14.328947368421055,21.78,Medium,Regional
SH11081,Warehouse_CHI,Miami,Amazon Logistics,2023-07-23,2023-07-26,84.6,260.78,In Transit,1350,3,3.0,0,0.19317037037037035,3.0825059101654846,86.92666666666666,Very Heavy,Cross-country
SH11082,Warehouse_DEN,San Francisco,DHL,2023-09-05,2023-09-16,26.7,243.13,Delayed,1505,5,11.0,1,0.16154817275747507,9.105992509363295,22.10272727272727,Heavy,Cross-country
SH11083,Warehouse_SF,Portland,Amazon Logistics,2023-06-29,2023-07-01,22.6,115.12,Delivered,719,2,2.0,0,0.1601112656467316,5.093805309734513,57.56,Heavy,Regional
SH11084,Warehouse_DEN,Phoenix,FedEx,2023-12-18,2023-12-21,31.0,227.94,Delivered,1045,3,3.0,0,0.2181244019138756,7.352903225806451,75.98,Heavy,Cross-country
SH11085,Warehouse_SF,Atlanta,FedEx,2023-10-17,2023-10-21,22.9,178.45,Delivered,1185,4,4.0,0,0.15059071729957804,7.792576419213974,44.6125,Heavy,Cross-country
SH11086,Warehouse_ATL,Boston,UPS,2023-09-11,2023-09-17,41.5,338.34,Delivered,2120,6,6.0,0,0.1595943396226415,8.152771084337349,56.38999999999999,Heavy,International
SH11087,Warehouse_BOS,Portland,OnTrac,2023-11-07,2023-11-12,40.0,437.26,Delivered,2431,5,5.0,0,0.17986836692719047,10.9315,87.452,Heavy,International
SH11088,Warehouse_BOS,New York,DHL,2023-10-24,2023-10-26,3.5,105.56,Delivered,799,2,2.0,0,0.1321151439299124,30.16,52.78,Light,Regional
SH11089,Warehouse_LA,Detroit,LaserShip,2023-10-28,2023-10-31,70.4,166.43,Delivered,795,3,3.0,0,0.20934591194968555,2.3640624999999997,55.47666666666667,Very Heavy,Regional
SH11090,Warehouse_LA,Detroit,DHL,2023-12-22,2023-12-25,17.5,100.77,Delivered,427,3,3.0,0,0.23599531615925057,5.758285714285714,33.589999999999996,Medium,Regional
SH11091,Warehouse_SF,Atlanta,LaserShip,2023-07-26,2023-08-07,15.5,130.67,Delayed,1035,3,12.0,1,0.1262512077294686,8.43032258064516,10.889166666666666,Medium,Cross-country
SH11092,Warehouse_NYC,Portland,DHL,2023-07-29,2023-08-02,26.5,292.13,Delivered,1670,4,4.0,0,0.17492814371257484,11.02377358490566,73.0325,Heavy,Cross-country
SH11093,Warehouse_BOS,Portland,Amazon Logistics,2023-05-03,2023-05-15,7.7,226.92,Delivered,1895,12,12.0,0,0.11974670184696569,29.470129870129867,18.91,Medium,Cross-country
SH11094,Warehouse_ATL,Miami,Amazon Logistics,2023-05-24,2023-05-28,31.7,134.57,Delivered,862,4,4.0,0,0.1561136890951276,4.245110410094637,33.6425,Heavy,Regional
SH11095,Warehouse_SF,New York,DHL,2023-05-24,2023-05-28,15.3,271.25,Delivered,1709,4,4.0,0,0.15871854885898187,17.72875816993464,67.8125,Medium,Cross-country
SH11096,Warehouse_NYC,Phoenix,FedEx,2023-05-15,2023-05-21,7.1,304.96,Delivered,2397,6,6.0,0,0.12722569879015436,42.95211267605634,50.82666666666666,Medium,International
SH11097,Warehouse_HOU,Portland,FedEx,2023-01-11,2023-01-17,90.3,248.01,Delivered,1076,6,6.0,0,0.23049256505576207,2.7465116279069766,41.335,Very Heavy,Cross-country
SH11098,Warehouse_LA,San Francisco,LaserShip,2023-03-31,2023-04-04,30.3,127.04,Delivered,862,4,4.0,0,0.14737819025522042,4.192739273927393,31.76,Heavy,Regional
SH11099,Warehouse_DEN,Atlanta,OnTrac,2023-10-25,2023-10-31,12.6,158.56,Delivered,1256,6,6.0,0,0.12624203821656052,12.584126984126984,26.426666666666666,Medium,Cross-country
